mkr	Chr	cM
Marker1529881	6	46.586
Marker1558477	6	46.586
Marker1604531	6	46.586
Marker1705906	6	46.586
Marker1522995	6	46.846
Marker1670483	6	46.846
Marker1658292	6	46.846
Marker1560233	6	46.846
Marker1623214	6	47.105
Marker1635822	6	47.364
Marker1563348	6	47.364
Marker1612465	6	47.494
Marker1687526	6	47.883
Marker1644459	6	48.711
Marker1519778	6	48.711
Marker1547643	6	49.818
Marker1644136	6	50.092
Marker1604088	6	48.623
Marker1575036	6	50.367
Marker1710933	6	50.367
Marker1602640	6	50.626
Marker1546807	6	51.352
Marker1590537	6	51.496
Marker1647294	6	51.64
Marker1635499	6	50.626
Marker1585938	6	51.928
Marker1668314	6	51.928
Marker1567116	6	52.229
Marker1611381	6	52.229
Marker1520266	6	52.379
Marker1672521	6	52.529
Marker1718724	6	52.529
Marker1562956	6	52.679
Marker1642638	6	52.98
Marker1618697	6	53.13
Marker1656136	6	53.431
Marker1528646	6	53.732
Marker1708675	6	53.732
Marker1598161	6	54.033
Marker1580162	6	54.79
Marker1509858	6	55.05
Marker1548279	6	55.31
Marker1520013	6	55.31
Marker1607971	6	55.569
Marker1716159	6	56.127
Marker1536314	6	56.436
Marker1669101	6	56.869
Marker1661597	6	56.684
Marker1678532	6	56.869
Marker1614893	6	57.441
Marker1521240	6	58.013
Marker1667452	6	57.345
Marker1563931	6	58.061
Marker1721997	6	58.298
Marker1576982	6	58.503
Marker1587160	6	58.503
Marker1568098	6	58.503
Marker1616783	6	58.914
Marker1640146	6	58.65
Marker1591166	6	59.356
Marker1711214	6	59.356
Marker1643944	6	60.061
Marker1510213	6	59.325
Marker1595425	6	60.413
Marker1612583	6	59.943
Marker1535657	6	60.413
Marker1588784	6	60.354
Marker1669296	6	60.413
Marker1631442	6	60.765
Marker1603347	6	60.765
Marker1541425	6	60.895
Marker1570250	6	61.155
Marker1663005	6	61.155
Marker1666033	6	61.284
Marker1609608	6	61.284
Marker1560911	6	61.284
Marker1549116	6	61.675
Marker1547951	6	61.804
Marker1517040	6	61.934
Marker1717228	6	61.934
Marker1650505	6	61.934
Marker1641802	6	61.934
Marker1519190	6	61.934
Marker1678502	6	61.934
Marker1599496	6	61.934
Marker1564471	6	62.359
Marker1535287	6	61.934
Marker1535829	6	62.785
Marker1592655	6	63.068
Marker1647321	6	63.494
Marker1537253	6	63.635
Marker1704120	6	63.802
Marker1507403	6	64.199
Marker1576654	6	64.434
Marker1714118	6	65.234
Marker1677692	6	66.038
Marker1723987	6	66.038
Marker1618603	6	65.234
Marker1509504	6	67.335
Marker1697966	6	68.532
Marker1690900	6	68.11
Marker1650704	6	68.885
Marker1589126	6	69.329
Marker1656646	6	69.27
Marker1633721	6	69.656
Marker1703335	6	69.848
Marker1583900	6	70.04
Marker1507910	6	70.233
Marker1696954	6	70.458
Marker1719786	6	70.865
Marker1539149	6	71.298
Marker1545473	6	72.023
Marker1585799	6	72.023
Marker1658272	6	72.023
Marker1578990	6	72.152
Marker1603308	6	72.152
Marker1603460	6	72.672
Marker1701999	6	72.801
Marker1706384	6	72.801
Marker1670418	6	72.801
Marker1675752	6	72.801
Marker1694111	6	72.801
Marker1683171	6	72.931
Marker1604488	6	72.801
Marker1623915	6	72.801
Marker1706312	6	72.931
Marker1572762	6	73.125
Marker1558669	6	73.319
Marker1626082	6	73.709
Marker1711639	6	73.709
Marker1597843	6	74.359
Marker1696980	6	74.359
Marker1632365	6	74.359
Marker1622258	6	74.75
Marker1596617	6	74.75
Marker1572341	6	74.89
Marker1627048	6	75.03
Marker1571494	6	74.75
Marker1531333	6	74.75
Marker1599354	6	76.465
Marker1540895	6	76.667
Marker1542245	6	76.865
Marker1628668	6	77.064
Marker1647750	6	77.262
Marker1614890	6	77.66
Marker1611446	6	77.858
Marker1704708	6	77.858
Marker1637436	6	80.098
Marker1677160	6	81.509
Marker1658965	6	82.919
Marker1552322	6	84.124
Marker1613152	6	84.124
Marker1677882	6	84.323
Marker1531059	6	82.273
Marker1630821	6	84.323
Marker1686274	6	83.399
Marker1524504	6	84.148
Marker1621310	6	84.323
Marker1721758	6	84.323
Marker1643249	6	84.521
Marker1590494	6	84.521
Marker1707614	6	84.954
Marker1704682	6	85.17
Marker1532603	6	85.456
Marker1623720	6	85.456
Marker1714838	6	85.456
Marker1532188	6	86.628
Marker1532062	6	86.628
Marker1684728	6	86.454
Marker1607687	6	88.536
Marker1664096	6	89.174
Marker1700481	6	86.628
Marker1581801	6	88.591
Marker1594817	6	89.563
Marker1598166	6	89.563
Marker1705794	6	89.563
Marker1602817	6	89.37
Marker1671755	6	89.563
Marker1591344	6	89.563
Marker1599345	6	89.758
Marker1713778	6	89.758
Marker1614996	6	89.758
Marker1599743	6	89.758
Marker1713683	6	89.758
Marker1622952	6	89.758
Marker1516111	6	89.759
Marker1673654	6	90.147
Marker1576985	6	90.277
Marker1654754	6	90.277
Marker1508842	6	90.406
Marker1663066	6	90.492
Marker1703524	6	90.671
Marker1605624	6	91.575
Marker1708499	6	91.835
Marker1631975	6	91.964
Marker1623267	6	91.575
Marker1512569	6	92.094
Marker1579877	6	92.094
Marker1562463	6	92.094
Marker1671120	6	92.483
Marker1700971	6	92.483
Marker1577553	6	93.029
Marker1566964	6	93.393
Marker1558464	6	93.717
Marker1546201	6	93.393
Marker1654934	6	93.826
Marker1606357	6	94.041
Marker1508318	6	94.041
Marker1530609	6	94.041
Marker1609944	6	94.041
Marker1712900	6	94.041
Marker1587067	6	94.041
Marker1700313	6	94.041
Marker1561539	6	94.041
Marker1704384	6	94.041
Marker1547854	6	94.431
Marker1555241	6	94.431
Marker1697493	6	94.431
Marker1516599	6	94.431
Marker1642435	6	94.431
Marker1618416	6	94.431
Marker1512959	6	94.431
Marker1648109	6	94.431
Marker1689731	6	94.56
Marker1591352	6	94.949
Marker1670636	6	94.949
Marker1600304	6	95.6
Marker1590412	6	95.757
Marker1629776	6	96.336
Marker1671964	6	96.336
Marker1588475	6	95.914
Marker1701044	6	96.87
Marker1706717	6	97.027
Marker1647209	6	97.184
Marker1617982	6	97.341
Marker1644564	6	97.341
Marker1723071	6	97.341
Marker1607864	6	97.341
Marker1527380	6	97.341
Marker1611798	6	97.341
Marker1630078	6	97.341
Marker1574919	6	97.341
Marker1567996	6	97.341
Marker1685252	6	97.498
Marker1613528	6	97.656
Marker1587628	6	97.813
Marker1551243	6	98.073
Marker1510720	6	98.073
Marker1550884	6	98.332
Marker1657482	6	99.246
Marker1508604	6	99.246
Marker1640947	6	99.246
Marker1611266	6	99.505
Marker1518669	6	99.505
Marker1667503	6	99.505
Marker1571260	6	99.634
Marker1572920	6	99.634
Marker1606718	6	99.634
Marker1704031	6	99.634
Marker1602581	6	99.634
Marker1702577	6	100.024
Marker1677835	6	99.634
Marker1602451	6	100.024
Marker1709962	6	100.413
Marker1550118	6	100.413
Marker1682636	6	100.802
Marker1615168	6	100.984
Marker1530262	6	101.165
Marker1639559	6	100.802
Marker1511080	6	101.71
Marker1577557	6	101.347
Marker1600817	6	101.71
Marker1561914	6	101.71
Marker1680337	6	101.71
Marker1545645	6	102.1
Marker1507625	6	102.1
Marker1552808	6	102.622
Marker1638998	6	103.276
Marker1649772	6	103.667
Marker1519820	6	103.796
Marker1618102	6	103.926
Marker1588945	6	104.056
Marker1507623	6	104.056
Marker1512166	6	104.056
Marker1536788	6	104.056
Marker1561567	6	104.056
Marker1544315	6	105.095
Marker1679515	6	105.614
Marker1685685	6	105.614
Marker1723324	6	105.614
Marker1520292	6	104.576
Marker1722308	6	104.576
Marker1630702	6	104.576
Marker1524317	6	104.576
Marker1577696	6	104.576
Marker1720410	6	104.749
Marker1604170	6	104.749
Marker1659763	6	104.749
Marker1519476	6	104.749
Marker1564306	6	105.614
Marker1598915	6	104.922
Marker1542113	6	104.922
Marker1592381	6	105.614
Marker1671454	6	104.922
Marker1560639	6	105.614
Marker1552734	6	104.922
Marker1593359	6	105.268
Marker1554305	6	105.614
Marker1618172	6	105.614
Marker1544154	6	105.614
Marker1550261	6	105.614
Marker1593167	6	105.614
Marker1650813	6	105.614
Marker1702788	6	105.614
Marker1529793	6	105.939
Marker1614819	6	106.264
Marker1618670	6	106.264
Marker1609619	6	106.393
Marker1709368	6	106.393
Marker1535918	6	106.393
Marker1519493	6	106.523
Marker1524304	6	106.523
Marker1533945	6	106.523
Marker1704838	6	106.264
Marker1575357	6	106.264
Marker1518691	6	106.264
Marker1582080	6	106.264
Marker1596394	6	106.523
Marker1673374	6	106.523
Marker1691277	6	106.523
Marker1640915	6	106.652
Marker1620738	6	106.652
Marker1684056	6	106.652
Marker1594459	6	106.652
Marker1557624	6	106.652
Marker1508348	6	106.652
Marker1562469	6	106.652
Marker1659702	6	106.652
Marker1657040	6	106.652
Marker1517023	6	106.652
Marker1672633	6	107.028
Marker1547700	6	107.073
Marker1610488	6	107.073
Marker1585014	6	107.073
Marker1662992	6	107.215
Marker1557061	6	107.402
Marker1634041	6	107.589
Marker1604970	6	107.589
Marker1681472	6	107.589
Marker1521104	6	107.589
Marker1552518	6	107.589
Marker1573685	6	107.073
Marker1625819	6	107.964
Marker1691318	6	107.073
Marker1648414	6	107.964
Marker1571017	6	107.073
Marker1547846	6	107.073
Marker1630947	6	107.964
Marker1578131	6	107.964
Marker1647104	6	108.151
Marker1566374	6	107.073
Marker1694148	6	107.073
Marker1598934	6	107.494
Marker1628846	6	108.338
Marker1672165	6	108.826
Marker1595674	6	108.988
Marker1652927	6	109.248
Marker1560305	6	109.248
Marker1560636	6	109.898
Marker1705251	6	109.898
Marker1617335	6	109.898
Marker1598996	6	109.898
Marker1662213	6	109.898
Marker1646899	6	110.158
Marker1577132	6	110.287
Marker1506817	6	110.417
Marker1641911	6	110.417
Marker1633988	6	110.676
Marker1678107	6	110.676
Marker1539635	6	110.934
Marker1535167	6	110.676
Marker1632772	6	110.676
Marker1610288	6	111.453
Marker1526331	6	111.972
Marker1533737	6	112.23
Marker1691757	6	110.676
Marker1632891	6	112.23
Marker1629785	6	112.749
Marker1688535	6	112.749
Marker1667388	6	111.459
Marker1560642	6	111.459
Marker1601961	6	111.718
Marker1666402	6	112.239
Marker1687950	6	112.498
Marker1648226	6	112.498
Marker1696392	6	112.757
Marker1628943	6	113.278
Marker1529516	6	113.798
Marker1598374	6	114.322
Marker1625274	6	114.322
Marker1571090	6	114.58
Marker1671232	6	114.944
Marker1547109	6	115.491
Marker1589448	6	115.491
Marker1534893	6	115.978
Marker1548092	6	116.14
Marker1666009	6	116.14
Marker1554507	6	116.14
Marker1622606	6	116.14
Marker1510241	6	116.14
Marker1658670	6	116.14
Marker1534725	6	116.309
Marker1559546	6	116.647
Marker1688933	6	116.14
Marker1595279	6	116.985
Marker1567909	6	116.14
Marker1636017	6	116.14
Marker1714047	6	117.322
Marker1658178	6	117.66
Marker1620288	6	117.66
Marker1714991	6	117.998
Marker1513419	6	117.829
Marker1673573	6	118.167
Marker1724896	6	118.505
Marker1603836	6	118.673
Marker1693425	6	119.011
Marker1719095	6	119.349
Marker1708493	6	119.518
Marker1659624	6	119.518
Marker1596875	6	119.933
Marker1554753	6	120.14
Marker1689300	6	120.21
Marker1720994	6	120.556
Marker1577659	6	120.556
Marker1595626	6	120.21
Marker1567166	6	120.556
Marker1684511	6	120.556
Marker1724856	6	120.556
Marker1665127	6	120.816
Marker1525697	6	120.945
Marker1525569	6	120.945
Marker1526014	6	120.945
Marker1663139	6	120.945
Marker1681094	6	120.945
Marker1708679	6	120.945
Marker1551573	6	120.945
Marker1690034	6	120.945
Marker1538032	6	120.945
Marker1652095	6	121.075
Marker1674791	6	121.334
Marker1645078	6	121.463
Marker1706274	6	121.463
Marker1512592	6	121.334
Marker1652224	6	121.334
Marker1600195	6	121.334
Marker1725229	6	121.463
Marker1719323	6	121.463
Marker1657343	6	121.463
Marker1599417	6	121.463
Marker1518176	6	121.593
Marker1613646	6	121.463
Marker1702239	6	121.463
Marker1708978	6	121.463
Marker1674055	6	121.463
Marker1582024	6	121.722
Marker1628957	6	121.722
Marker1622095	6	121.722
Marker1564202	6	122.308
Marker1563674	6	122.502
Marker1542725	6	122.697
Marker1682069	6	122.892
Marker1642527	6	123.281
Marker1715504	6	123.281
Marker1702280	6	123.281
Marker1625145	6	124.064
Marker1698551	6	124.688
Marker1613268	6	125.103
Marker1678024	6	124.41
Marker1579992	6	124.757
Marker1594186	6	124.757
Marker1533041	6	124.757
Marker1578267	6	124.757
Marker1697472	6	125.103
Marker1611991	6	125.103
Marker1665702	6	125.233
Marker1640040	6	125.233
Marker1717001	6	125.362
Marker1670130	6	125.362
Marker1632236	6	125.543
Marker1534469	6	125.362
Marker1648153	6	125.362
Marker1594173	6	125.362
Marker1545391	6	125.362
Marker1520562	6	125.817
Marker1646933	6	126.09
Marker1630194	6	126.271
Marker1538215	6	126.271
Marker1715465	6	126.271
Marker1598137	6	126.271
Marker1631941	6	126.546
Marker1546608	6	126.515
Marker1721781	6	126.546
Marker1652740	6	127.006
Marker1563809	6	127.25
Marker1710166	6	127.74
Marker1591126	6	128.231
Marker1710065	6	126.822
Marker1563421	6	127.097
Marker1541771	6	127.373
Marker1613279	6	128.475
Marker1541705	6	127.648
Marker1520365	6	127.924
Marker1657851	6	127.924
Marker1676239	6	128.199
Marker1685998	6	128.475
Marker1537266	6	129.125
Marker1678722	6	129.255
Marker1572734	6	129.125
Marker1519994	6	129.125
Marker1621197	6	129.384
Marker1611128	6	129.384
Marker1685759	6	129.384
Marker1625095	6	129.384
Marker1719159	6	129.514
Marker1628162	6	129.514
Marker1648068	6	129.514
Marker1571008	6	129.514
Marker1584750	6	129.672
Marker1678710	6	130.15
Marker1694880	6	129.514
Marker1609907	6	130.467
Marker1672768	6	130.467
Marker1565049	6	130.944
Marker1517181	6	130.944
Marker1539264	6	130.944
Marker1706712	6	132.122
Marker1534147	6	131.383
Marker1525961	6	131.529
Marker1520356	6	131.674
Marker1670510	6	132.113
Marker1684874	6	133.299
Marker1598779	6	133.558
Marker1515176	6	134.078
Marker1545792	6	134.337
Marker1584385	6	134.346
Marker1586316	6	134.596
Marker1662867	6	135.115
Marker1656842	6	135.115
Marker1725297	6	135.743
Marker1590252	6	136.678
Marker1579892	6	137.46
Marker1713916	6	138.769
Marker1585540	6	140.079
Marker1609987	6	140.079
Marker1538099	6	143.483
Marker307067	7	0
Marker300774	7	4.898
Marker321608	7	7.724
Marker319627	7	9.908
Marker368765	7	10.46
Marker387276	7	12.035
Marker348110	7	12.294
Marker343322	7	12.294
Marker426149	7	12.814
Marker364423	7	13.073
Marker297197	7	13.073
Marker293752	7	13.073
Marker413742	7	13.073
Marker341754	7	13.073
Marker417856	7	13.592
Marker355936	7	14.373
Marker351253	7	15.155
Marker442913	7	15.155
Marker413112	7	15.155
Marker381153	7	15.414
Marker417171	7	15.933
Marker342206	7	16.453
Marker310059	7	16.712
Marker352287	7	16.971
Marker420908	7	17.23
Marker399328	7	17.489
Marker308578	7	17.489
Marker408545	7	18.019
Marker323458	7	18.019
Marker301255	7	18.672
Marker439163	7	18.672
Marker441435	7	18.672
Marker443673	7	18.672
Marker309409	7	18.672
Marker436801	7	18.672
Marker428328	7	18.672
Marker411942	7	18.672
Marker359664	7	18.672
Marker298599	7	18.672
Marker436960	7	18.931
Marker343775	7	19.19
Marker377103	7	19.449
Marker318712	7	18.672
Marker328303	7	19.968
Marker361362	7	19.192
Marker415549	7	19.968
Marker383050	7	19.192
Marker386141	7	19.712
Marker413859	7	19.712
Marker414999	7	19.971
Marker380317	7	20.491
Marker395192	7	21.011
Marker357319	7	21.011
Marker441326	7	21.011
Marker407774	7	21.534
Marker446682	7	21.534
Marker369725	7	21.663
Marker409199	7	21.793
Marker387388	7	21.922
Marker373253	7	23.611
Marker446099	7	22.229
Marker345478	7	22.691
Marker354166	7	23.152
Marker326974	7	23.305
Marker365360	7	23.611
Marker417270	7	23.305
Marker389958	7	23.305
Marker324963	7	23.305
Marker358588	7	23.458
Marker413251	7	23.611
Marker432502	7	23.611
Marker356061	7	23.611
Marker384757	7	23.611
Marker335525	7	23.611
Marker435688	7	23.611
Marker305211	7	23.741
Marker393870	7	24.066
Marker311945	7	23.741
Marker299699	7	23.741
Marker337042	7	23.741
Marker359412	7	23.741
Marker382308	7	23.741
Marker366268	7	23.741
Marker391964	7	24.066
Marker336280	7	23.741
Marker368615	7	23.741
Marker329539	7	23.741
Marker367343	7	23.741
Marker331963	7	24.389
Marker335342	7	24.227
Marker419451	7	24.389
Marker308352	7	24.389
Marker402701	7	24.389
Marker421213	7	25.358
Marker378668	7	24.67
Marker387967	7	24.67
Marker300382	7	25.517
Marker440567	7	25.599
Marker439456	7	26.081
Marker431699	7	26.081
Marker413763	7	26.081
Marker343193	7	26.47
Marker381513	7	26.859
Marker293682	7	26.859
Marker325542	7	26.859
Marker324178	7	26.859
Marker322613	7	26.993
Marker382103	7	27.128
Marker432348	7	27.128
Marker347484	7	27.128
Marker381902	7	27.128
Marker335758	7	27.397
Marker369381	7	27.666
Marker420599	7	27.935
Marker314214	7	27.935
Marker370718	7	28.204
Marker432829	7	28.338
Marker424679	7	28.472
Marker322562	7	28.472
Marker353535	7	28.472
Marker430517	7	28.472
Marker341697	7	28.472
Marker428576	7	28.741
Marker386315	7	29.145
Marker345910	7	29.414
Marker308286	7	29.549
Marker414550	7	29.683
Marker403456	7	29.952
Marker348823	7	30.221
Marker421590	7	30.355
Marker439436	7	30.624
Marker352616	7	30.624
Marker308767	7	30.624
Marker323923	7	30.624
Marker433304	7	30.753
Marker394851	7	30.753
Marker405744	7	30.753
Marker306899	7	30.753
Marker349388	7	30.753
Marker407629	7	30.753
Marker445554	7	31.012
Marker319772	7	30.753
Marker368181	7	31.012
Marker353384	7	31.272
Marker411573	7	31.272
Marker396635	7	31.012
Marker432321	7	31.272
Marker332986	7	31.272
Marker410599	7	31.272
Marker409369	7	31.272
Marker358401	7	31.531
Marker386405	7	31.272
Marker363412	7	31.531
Marker342662	7	31.753
Marker338231	7	31.975
Marker298391	7	32.198
Marker329726	7	32.643
Marker395061	7	32.467
Marker302979	7	33.089
Marker427198	7	33.741
Marker323855	7	33.741
Marker332374	7	33.741
Marker298604	7	35.04
Marker409571	7	34.029
Marker345291	7	35.04
Marker379293	7	35.04
Marker376107	7	35.04
Marker433799	7	34.029
Marker329329	7	34.318
Marker410486	7	35.04
Marker436307	7	35.04
Marker349228	7	34.606
Marker389301	7	35.04
Marker412114	7	35.04
Marker432381	7	35.202
Marker401669	7	35.202
Marker429995	7	35.364
Marker338211	7	35.04
Marker414091	7	35.364
Marker386305	7	35.526
Marker364043	7	35.04
Marker411348	7	35.04
Marker442334	7	35.688
Marker400649	7	35.688
Marker438583	7	35.688
Marker444632	7	35.04
Marker399862	7	35.04
Marker447604	7	35.688
Marker302163	7	35.817
Marker371154	7	35.817
Marker334173	7	35.817
Marker428019	7	35.961
Marker385282	7	36.105
Marker301475	7	36.249
Marker348512	7	36.683
Marker358436	7	35.817
Marker304775	7	35.817
Marker439120	7	36.827
Marker361069	7	37.115
Marker314525	7	37.332
Marker348840	7	37.115
Marker352074	7	37.766
Marker343243	7	37.762
Marker364358	7	38.085
Marker321860	7	37.982
Marker336916	7	38.199
Marker410294	7	39.738
Marker354709	7	40.046
Marker353077	7	40.848
Marker313538	7	41.783
Marker440209	7	42.092
Marker413369	7	42.092
Marker371510	7	42.416
Marker433034	7	42.416
Marker323817	7	42.525
Marker309394	7	42.741
Marker318404	7	43
Marker447672	7	42.741
Marker322068	7	43
Marker298446	7	43.521
Marker421683	7	43.521
Marker420038	7	43.954
Marker413227	7	43.521
Marker359554	7	44.17
Marker306383	7	44.17
Marker348037	7	44.17
Marker436880	7	44.317
Marker443831	7	45.065
Marker379846	7	45.213
Marker357193	7	45.342
Marker386666	7	45.342
Marker384500	7	45.472
Marker366203	7	45.472
Marker333790	7	45.342
Marker314588	7	45.472
Marker341806	7	45.472
Marker428129	7	45.472
Marker409048	7	45.472
Marker397075	7	46.696
Marker356202	7	46.311
Marker315252	7	46.696
Marker432325	7	46.696
Marker365627	7	46.869
Marker430895	7	46.869
Marker357600	7	46.869
Marker370958	7	46.869
Marker318869	7	47.183
Marker395499	7	47.147
Marker388726	7	47.425
Marker387749	7	47.425
Marker393647	7	47.554
Marker441669	7	47.744
Marker339472	7	48.124
Marker307954	7	47.554
Marker318589	7	47.554
Marker305314	7	48.313
Marker375873	7	47.554
Marker306496	7	47.554
Marker428455	7	48.693
Marker326617	7	47.554
Marker431283	7	47.554
Marker337163	7	47.554
Marker389699	7	47.554
Marker357617	7	49.073
Marker406086	7	49.452
Marker322105	7	49.452
Marker368194	7	49.452
Marker355320	7	49.452
Marker379832	7	47.554
Marker293786	7	48.376
Marker373434	7	48.376
Marker306257	7	49.832
Marker293915	7	50.022
Marker381164	7	48.376
Marker434301	7	48.376
Marker396604	7	48.376
Marker412825	7	49.612
Marker407524	7	50.022
Marker352160	7	50.022
Marker383766	7	50.151
Marker316355	7	50.022
Marker381207	7	50.022
Marker345417	7	50.939
Marker340901	7	51.227
Marker361076	7	51.371
Marker338475	7	51.805
Marker300869	7	51.949
Marker378046	7	52.237
Marker430466	7	52.237
Marker297602	7	52.237
Marker301346	7	52.237
Marker312779	7	52.402
Marker311140	7	52.9
Marker365069	7	53.065
Marker361049	7	53.23
Marker352532	7	53.561
Marker409956	7	53.561
Marker309278	7	53.561
Marker306277	7	53.561
Marker318249	7	53.726
Marker419401	7	54.056
Marker311938	7	54.353
Marker397847	7	54.353
Marker391137	7	54.353
Marker443629	7	54.501
Marker380439	7	54.649
Marker387819	7	54.946
Marker407973	7	55.243
Marker436713	7	55.391
Marker371288	7	55.539
Marker383661	7	55.687
Marker405328	7	55.984
Marker334657	7	56.28
Marker446718	7	56.577
Marker374679	7	57.174
Marker359862	7	57.174
Marker445945	7	57.322
Marker297079	7	57.47
Marker395140	7	57.767
Marker347644	7	56.136
Marker419013	7	57.915
Marker337649	7	57.174
Marker421564	7	58.063
Marker421791	7	58.211
Marker420737	7	58.211
Marker391851	7	58.34
Marker295097	7	58.863
Marker423389	7	58.863
Marker431215	7	59.251
Marker424725	7	58.863
Marker314900	7	59.251
Marker381733	7	58.863
Marker372148	7	59.057
Marker353040	7	59.251
Marker402437	7	59.251
Marker374772	7	59.251
Marker374344	7	59.511
Marker295700	7	59.77
Marker308596	7	59.77
Marker371382	7	60.203
Marker302501	7	59.77
Marker329268	7	59.77
Marker422263	7	59.77
Marker419230	7	60.203
Marker329075	7	60.42
Marker380371	7	59.77
Marker392083	7	60.42
Marker427160	7	60.42
Marker399508	7	59.77
Marker350241	7	59.77
Marker421526	7	60.636
Marker418596	7	59.77
Marker338706	7	60.745
Marker382783	7	60.852
Marker356476	7	61.068
Marker365428	7	61.068
Marker367668	7	62.106
Marker386580	7	61.068
Marker442622	7	61.415
Marker314701	7	62.106
Marker359985	7	61.415
Marker432679	7	61.587
Marker398883	7	61.76
Marker359510	7	61.76
Marker318363	7	62.106
Marker297778	7	61.933
Marker343572	7	62.106
Marker433577	7	62.106
Marker437383	7	62.106
Marker317452	7	62.106
Marker406592	7	62.106
Marker331420	7	62.106
Marker387364	7	62.235
Marker323055	7	62.235
Marker430178	7	62.235
Marker349606	7	62.235
Marker303307	7	62.235
Marker402352	7	62.235
Marker404746	7	62.235
Marker324897	7	62.235
Marker413019	7	62.365
Marker442678	7	62.235
Marker414239	7	62.494
Marker382115	7	62.753
Marker317415	7	62.753
Marker446259	7	62.753
Marker434234	7	62.753
Marker421076	7	63.13
Marker362966	7	63.13
Marker347025	7	63.13
Marker379192	7	63.13
Marker367993	7	63.13
Marker343224	7	63.13
Marker314083	7	63.13
Marker418880	7	63.13
Marker385548	7	63.13
Marker407673	7	63.13
Marker428477	7	63.13
Marker405321	7	64.436
Marker445440	7	63.507
Marker340373	7	65.695
Marker348155	7	63.694
Marker436236	7	63.694
Marker403562	7	63.882
Marker341673	7	65.695
Marker438273	7	66.112
Marker402950	7	64.07
Marker446272	7	66.529
Marker419383	7	68.212
Marker445850	7	68.63
Marker393865	7	64.637
Marker420553	7	65.586
Marker364838	7	68.63
Marker302942	7	67.116
Marker400617	7	67.304
Marker393649	7	68.253
Marker378171	7	68.63
Marker302869	7	68.889
Marker301243	7	68.889
Marker427894	7	69.757
Marker436423	7	69.074
Marker431969	7	69.632
Marker348136	7	69.632
Marker408948	7	69.757
Marker399012	7	69.757
Marker295280	7	69.757
Marker427738	7	70.189
Marker382743	7	70.189
Marker446598	7	70.448
Marker341667	7	70.448
Marker306442	7	70.448
Marker311414	7	70.708
Marker430976	7	71.645
Marker422078	7	71
Marker351600	7	71.292
Marker398293	7	71.292
Marker413856	7	71.585
Marker353041	7	71.877
Marker437413	7	71.877
Marker321918	7	71.877
Marker442696	7	72.137
Marker339371	7	72.397
Marker310032	7	72.788
Marker359157	7	73.047
Marker313919	7	73.971
Marker334902	7	75.519
Marker394009	7	74.643
Marker390453	7	74.868
Marker417589	7	75.318
Marker359070	7	75.768
Marker343973	7	76.218
Marker436021	7	76.218
Marker312132	7	76.442
Marker315769	7	76.833
Marker411395	7	78.971
Marker317880	7	80.474
Marker407290	7	82.078
Marker414633	7	82.383
Marker418421	7	82.991
Marker382355	7	82.991
Marker320178	7	84.502
Marker349874	7	84.233
Marker330017	7	84.583
Marker325544	7	84.933
Marker368855	7	85.108
Marker328219	7	85.108
Marker301924	7	85.003
Marker404403	7	85.283
Marker329054	7	85.283
Marker340879	7	85.283
Marker343454	7	85.457
Marker314989	7	85.457
Marker446203	7	85.457
Marker399806	7	85.457
Marker410966	7	85.457
Marker425589	7	85.457
Marker327182	7	85.505
Marker298268	7	85.632
Marker393483	7	86.006
Marker310570	7	85.632
Marker446216	7	85.982
Marker444641	7	86.332
Marker333145	7	86.507
Marker360540	7	86.507
Marker335055	7	86.507
Marker394834	7	86.507
Marker346570	7	86.507
Marker311978	7	86.507
Marker329372	7	87.554
Marker426889	7	87.901
Marker327123	7	88.247
Marker307840	7	88.247
Marker388270	7	87.969
Marker387665	7	88.593
Marker310364	7	88.593
Marker387256	7	88.593
Marker370197	7	88.983
Marker445899	7	88.983
Marker370113	7	89.502
Marker443130	7	89.502
Marker428676	7	88.983
Marker440289	7	89.502
Marker332393	7	89.502
Marker398881	7	89.761
Marker407747	7	89.761
Marker349445	7	90.352
Marker364322	7	89.927
Marker437675	7	92.136
Marker406979	7	89.927
Marker331597	7	90.093
Marker392452	7	90.535
Marker328481	7	93.321
Marker386116	7	94.507
Marker328731	7	95.098
Marker312522	7	95.098
Marker377370	7	95.098
Marker339202	7	90.759
Marker413246	7	91.427
Marker333157	7	91.76
Marker416819	7	92.092
Marker419064	7	92.761
Marker412829	7	93.094
Marker347583	7	93.594
Marker343879	7	93.76
Marker415036	7	94.598
Marker344825	7	95.098
Marker316876	7	95.098
Marker343952	7	95.098
Marker447235	7	98.301
Marker366848	7	95.098
Marker407559	7	95.337
Marker335637	7	95.575
Marker394366	7	96.294
Marker393899	7	96.773
Marker441190	7	97.251
Marker373078	7	99.443
Marker350360	7	100.405
Marker420181	7	103.352
Marker439232	7	103.59
Marker294468	7	99.444
Marker378928	7	104.309
Marker345181	7	104.786
Marker372195	7	104.309
Marker378324	7	104.548
Marker343133	7	104.786
Marker329776	7	104.916
Marker322234	7	104.916
Marker316457	7	104.786
Marker421763	7	104.786
Marker344853	7	105.045
Marker299669	7	104.786
Marker425556	7	105.175
Marker337261	7	105.566
Marker412387	7	105.566
Marker349140	7	105.825
Marker388611	7	106.085
Marker402156	7	106.344
Marker406946	7	106.603
Marker427360	7	106.344
Marker385742	7	106.603
Marker354778	7	106.603
Marker334635	7	106.603
Marker405245	7	106.862
Marker323147	7	106.862
Marker309489	7	107.382
