Marker	Chr	cM				
S9_20798250	9	72.49				
S9_20812880	9	72.78				
S9_20843571	9	73.35				
S9_20870797	9	73.35				
S9_20893174	9	73.92				
S9_20897668	9	73.92				
S9_20898009	9	73.92				
S9_20997669	9	74.77				
S9_21030508	9	74.77				
S9_21083576	9	75.06				
S9_21131200	9	75.35				
S9_21146601	9	75.63				
S9_21152223	9	75.63				
S9_21184818	9	76.49				
S9_21197060	9	76.49				
S9_21197117	9	76.49				
S9_21212206	9	76.49				
S9_21252218	9	76.49				
S9_21267343	9	76.49				
S9_21271274	9	76.49				
S9_21271305	9	76.49				
S9_21276190	9	76.49				
S9_21313463	9	76.77				
S9_21316996	9	76.77				
S9_21357730	9	77.07				
S9_21364349	9	77.07				
S9_21372479	9	77.07				
S9_21382982	9	77.07				
S9_21399153	9	77.07				
S9_21399634	9	77.07				
S9_21399730	9	77.07				
S9_21399801	9	77.07				
S9_21420804	9	77.07				
S9_21464008	9	77.37				
S9_21525082	9	77.66				
S9_21528705	9	77.66				
S9_21545664	9	77.66				
S9_21584190	9	79.15				
S9_21599820	9	79.15				
S9_21600085	9	79.46				
S9_21611202	9	80.09				
S9_21632015	9	80.67				
S9_21751208	9	82.42				
S9_21773712	9	82.42				
S9_21781410	9	82.42				
S9_21819252	9	82.42				
S9_21833563	9	82.42				
S9_21892520	9	82.42				
S9_21892599	9	82.42				
S9_21911157	9	82.42				
S9_21917093	9	82.42				
S9_21917982	9	82.42				
S9_21946625	9	82.98				
S9_21948014	9	82.98				
S9_21962376	9	82.98				
S9_21962414	9	82.98				
S9_22044939	9	83.28				
S9_22091692	9	83.57				
S9_22163386	9	84.14				
S9_22173140	9	84.14				
S9_22181690	9	84.14				
S9_22188638	9	84.14				
S9_22217857	9	84.14				
S9_22221115	9	84.41				
S9_22232073	9	84.41				
S9_22232503	9	84.41				
S9_22232633	9	84.41				
S9_22308011	9	84.41				
S9_22308020	9	84.41				
S9_22311787	9	84.41				
S9_22312178	9	84.41				
S9_22316125	9	84.41				
S9_22328772	9	84.41				
S9_22349341	9	84.41				
S9_22377024	9	84.41				
S9_22389264	9	84.41				
S9_22390067	9	84.71				
S9_22414328	9	84.71				
S9_22415213	9	84.71				
S9_22452432	9	84.71				
S9_22503955	9	85				
S9_22544543	9	85				
S9_22546013	9	85				
S9_22665992	9	85.58				
S9_22670982	9	85.58				
S9_22672365	9	85.58				
S9_22692796	9	85.58				
S9_22709072	9	85.58				
S9_22748001	9	85.58				
S9_22779506	9	85.87				
S10_56554	10	0				
S10_87998	10	0				
S10_88238	10	0				
S10_103050	10	0				
S10_160013	10	0.58				
S10_165642	10	0.58				
S10_165685	10	0.58				
S10_187892	10	1.21				
S10_298454	10	1.54				
S10_456809	10	1.84				
S10_456904	10	1.84				
S10_460117	10	1.84				
S10_479075	10	1.84				
S10_482861	10	1.84				
S10_493836	10	2.14				
S10_526056	10	2.14				
S10_615896	10	2.14				
S10_615926	10	2.14				
S10_654553	10	2.14				
S10_672507	10	2.45				
S10_680802	10	2.45				
S10_681018	10	2.45				
S10_689870	10	2.45				
S10_714007	10	2.45				
S10_759124	10	2.45				
S10_759453	10	2.45				
S10_788171	10	2.45				
S10_798852	10	2.45				
S10_806939	10	2.45				
S10_816288	10	2.45				
S10_838571	10	2.45				
S10_876075	10	2.45				
S10_927288	10	2.45				
S10_928010	10	2.45				
S10_942409	10	2.45				
S10_998112	10	2.45				
S10_1005357	10	2.45				
S10_1017478	10	2.45				
S10_1050427	10	2.45				
S10_1056625	10	2.76				
S10_1056629	10	2.76				
S10_1089423	10	2.76				
S10_1089472	10	2.76				
S10_1104739	10	2.76				
S10_1124434	10	2.76				
S10_1125099	10	2.76				
S10_1170716	10	2.76				
S10_1182056	10	2.76				
S10_1381959	10	2.76				
S10_1433772	10	2.76				
S10_1463721	10	2.76				
S10_1469436	10	2.76				
S10_1469464	10	2.76				
S10_1471919	10	2.76				
S10_1471988	10	2.76				
S10_1472038	10	2.76				
S10_1474646	10	3.07				
S10_1561501	10	3.39				
S10_1561514	10	3.39				
S10_1561567	10	3.39				
S10_1561922	10	3.39				
S10_1564941	10	3.39				
S10_1624860	10	4				
S10_1643053	10	4				
S10_1673448	10	4				
S10_1837118	10	4.29				
S10_2060155	10	4.29				
S10_2089949	10	4.29				
S10_2091102	10	4.29				
S10_2091159	10	4.29				
S10_2099788	10	4.29				
S10_2147156	10	4.58				
S10_2185499	10	4.58				
S10_2185562	10	4.58				
S10_2241979	10	4.58				
S10_2336901	10	4.58				
S10_2339633	10	4.58				
S10_2400807	10	4.58				
S10_2445796	10	4.58				
S10_2484885	10	4.58				
S10_2517036	10	4.58				
S10_2587818	10	4.58				
S10_2673413	10	4.58				
S10_2782267	10	4.88				
S10_2782323	10	4.88				
S10_2782727	10	4.88				
S10_2799960	10	4.88				
S10_2837737	10	5.17				
S10_2851396	10	5.48				
S10_2855403	10	5.78				
S10_2855755	10	6.07				
S10_2871429	10	6.07				
S10_2888037	10	6.07				
S10_2911483	10	6.07				
S10_2913596	10	6.07				
S10_2941698	10	6.07				
S10_2982544	10	6.07				
S10_3024892	10	6.07				
S10_3048031	10	6.07				
S10_3087044	10	6.07				
S10_3117296	10	6.07				
S10_3126683	10	6.07				
S10_3135685	10	6.07				
S10_3135766	10	6.07				
S10_3428096	10	6.71				
S10_3526088	10	7.01				
S10_3597805	10	7.01				
S10_3851083	10	7.31				
S10_3968164	10	8.19				
S10_4043858	10	8.19				
S10_4340440	10	9.09				
S10_4492785	10	9.09				
S10_4498522	10	9.41				
S10_4509785	10	9.71				
S10_4509794	10	9.71				
S10_4509815	10	9.71				
S10_4544098	10	9.71				
S10_4604171	10	9.71				
S10_4699446	10	9.71				
S10_4703482	10	9.71				
S10_4761136	10	9.71				
S10_4761141	10	9.71				
S10_4780463	10	9.71				
S10_4835415	10	9.71				
S10_4835425	10	9.71				
S10_4836477	10	9.71				
S10_5164804	10	10				
S10_5188887	10	10				
S10_5188949	10	10				
S10_5217833	10	10				
S10_5217915	10	10				
S10_5278225	10	10				
S10_5278716	10	10				
S10_5287563	10	10				
S10_5287637	10	10				
S10_5287638	10	10				
S10_5369312	10	10.28				
S10_5412997	10	10.57				
S10_5487449	10	10.86				
S10_5645587	10	10.86				
S10_5805785	10	11.76				
S10_5822708	10	12.7				
S10_5833660	10	13.31				
S10_5833934	10	13.31				
S10_6144793	10	13.31				
S10_6146633	10	13.31				
S10_6213329	10	13.92				
S10_6260155	10	14.22				
S10_6738503	10	14.22				
S10_6903458	10	14.22				
S10_6947003	10	14.22				
S10_7008659	10	14.22				
S10_7220246	10	14.22				
S10_7270437	10	14.82				
S10_7270445	10	15.1				
S10_7271730	10	15.1				
S10_7413723	10	15.4				
S10_7443745	10	15.4				
S10_7474277	10	15.99				
S10_7588317	10	15.99				
S10_7812385	10	15.99				
S10_8198382	10	15.99				
S10_8502971	10	15.99				
S10_8571768	10	16.6				
S10_8786723	10	17.19				
S10_8786762	10	17.19				
S10_8786814	10	17.19				
S10_8790132	10	17.19				
S10_8812667	10	17.19				
S10_8994046	10	17.19				
S10_9069662	10	17.19				
S10_9139060	10	17.19				
S10_9158413	10	17.47				
S10_9338829	10	17.76				
S10_9374034	10	17.76				
S10_9374090	10	17.76				
S10_9584253	10	17.76				
S10_9719745	10	18.08				
S10_9830936	10	18.38				
S10_9841178	10	18.67				
S10_9844166	10	18.96				
S10_9867737	10	18.96				
S10_9910681	10	18.96				
S10_9910689	10	19.24				
S10_9927785	10	19.24				
S10_9931146	10	19.24				
S10_10102852	10	19.84				
S10_10167458	10	20.12				
S10_10177055	10	20.41				
S10_10179766	10	20.7				
S10_10182704	10	20.7				
S10_10482453	10	21.6				
S10_10485160	10	21.6				
S10_10485215	10	21.6				
S10_10485253	10	21.6				
S10_10485286	10	21.6				
S10_10485676	10	21.6				
S10_10531946	10	21.6				
S10_10532814	10	21.89				
S10_10532868	10	21.89				
S10_10570018	10	21.89				
S10_10615721	10	21.89				
S10_10627355	10	21.89				
S10_10627473	10	21.89				
S10_10627500	10	21.89				
S10_10628934	10	21.89				
S10_10635901	10	21.89				
S10_10654769	10	22.18				
S10_10654799	10	22.18				
S10_10662511	10	22.18				
S10_10686201	10	22.82				
S10_10738959	10	23.12				
S10_10747914	10	23.12				
S10_11045261	10	23.12				
S10_11244588	10	26.03				
S10_11244698	10	26.03				
S10_11251070	10	26.03				
S10_11951640	10	30.98				
S10_12218399	10	30.98				
S10_12765359	10	30.98				
S10_12968073	10	31.57				
S10_13019734	10	31.86				
S10_13096357	10	33.34				
S10_13264118	10	34.22				
S10_13282634	10	34.22				
S10_13284710	10	34.22				
S10_13377773	10	34.51				
S10_13377792	10	34.51				
S10_13383220	10	34.51				
S10_13467698	10	35.7				
S10_13599476	10	35.99				
S10_13605845	10	35.99				
S10_13664206	10	36.91				
S10_13823750	10	38.79				
S10_13827124	10	38.79				
S10_13836483	10	38.79				
S10_13843153	10	38.79				
S10_13874660	10	39.08				
S10_13975074	10	39.39				
S10_14143475	10	39.69				
S10_14229124	10	39.69				
S10_14289764	10	40.29				
S10_14298653	10	40.29				
S10_14320467	10	40.29				
S10_14399551	10	40.29				
S10_14403283	10	40.89				
S10_14410231	10	40.89				
S10_14424401	10	40.89				
S10_14449974	10	40.89				
S10_14450656	10	40.89				
S10_14469114	10	41.77				
S10_14493776	10	42.06				
S10_14658996	10	42.65				
S10_14678243	10	42.65				
S10_14705886	10	42.65				
S10_14705986	10	42.96				
S10_14739988	10	44.86				
S10_15006373	10	45.78				
S10_15006563	10	45.78				
S10_15007543	10	45.78				
S10_15010747	10	45.78				
S10_15016266	10	45.78				
S10_15016538	10	45.78				
S10_15016544	10	45.78				
S10_15026749	10	46.1				
S10_15026781	10	46.1				
S10_15169970	10	46.1				
S10_15368067	10	46.1				
S10_15462530	10	46.1				
S10_15465578	10	46.1				
S10_15493319	10	46.1				
S10_15550800	10	46.1				
S10_15592197	10	46.1				
S10_15612486	10	46.1				
S10_15613358	10	46.1				
S10_15621983	10	46.1				
S10_15673341	10	46.1				
S10_15688736	10	46.1				
S10_15692654	10	46.1				
S10_15821389	10	47.3				
S10_15821446	10	47.3				
S10_15856604	10	47.59				
S10_15873410	10	47.59				
S10_15875631	10	47.59				
S10_15878832	10	47.59				
S10_15879666	10	47.59				
S10_15894101	10	47.59				
S10_15895972	10	47.59				
S10_15896020	10	47.59				
S10_15896064	10	47.59				
S10_15902769	10	47.59				
S10_16079339	10	47.88				
S10_16126791	10	47.88				
S10_16140874	10	47.88				
S10_16324988	10	48.49				
S10_16325008	10	48.49				
S10_16326745	10	48.49				
S10_16327074	10	48.49				
S10_16385992	10	48.79				
S10_16501012	10	48.79				
S10_16501075	10	48.79				
S10_16501327	10	48.79				
S10_16529797	10	49.4				
S10_16566053	10	49.4				
S10_16652015	10	49.4				
S10_16668984	10	49.4				
S10_16686718	10	49.4				
S10_16691548	10	49.4				
S10_16767151	10	49.7				
S10_16778661	10	49.7				
S10_16819763	10	49.7				
S10_16827288	10	49.99				
S10_16848745	10	49.99				
S10_16898283	10	50.3				
S10_16906341	10	50.3				
S10_17010275	10	50.3				
S10_17186619	10	50.3				
S10_17186762	10	50.3				
S10_17186865	10	50.3				
S10_17191241	10	50.3				
S10_17222945	10	50.59				
S10_17227222	10	50.59				
S10_17236801	10	50.59				
S10_17249696	10	50.88				
S10_17249731	10	50.88				
S10_17258378	10	50.88				
S10_17272760	10	51.81				
S10_17272908	10	52.12				
S10_17312960	10	52.12				
S10_17349495	10	52.12				
S10_17349582	10	52.12				
S10_17406431	10	52.12				
S10_17419657	10	53.31				
S10_17432016	10	53.31				
S10_17458080	10	53.92				
S10_17545633	10	54.56				
S10_17548213	10	54.86				
S10_17597395	10	55.74				
S10_17607658	10	56.03				
S10_17608267	10	56.03				
S10_17612710	10	56.03				
S10_17623534	10	56.03				
S10_17652028	10	56.03				
S10_17665406	10	56.03				
S10_17665893	10	56.03				
S10_17676724	10	56.33				
S10_17683865	10	56.33				
S10_17729065	10	56.62				
S10_17782648	10	56.62				
S10_17888450	10	57.23				
S10_17892335	10	57.23				
S10_17924970	10	57.23				
S10_17930770	10	57.23				
S10_18005262	10	57.84				
S10_18074221	10	58.14				
S10_18077294	10	58.43				
S10_18087044	10	58.43				
S10_18092374	10	58.43				
S10_18108657	10	58.75				
S10_18145169	10	59.07				
S10_18173531	10	59.07				
S10_18258549	10	59.37				
S10_18630916	10	61.6				
S10_18638027	10	61.6				
S10_18819950	10	63.39				
S10_19941928	10	74.94				
S10_20082337	10	75.52				
S10_20087402	10	75.52				
S10_20087622	10	75.52				
S10_20087681	10	75.52				
S10_20115143	10	75.52				
S10_20124296	10	75.84				
S10_20144369	10	76.14				
S10_20208925	10	76.74				
S10_20250724	10	77.04				
S10_20252567	10	77.04				
S10_20254081	10	77.04				
S10_20261451	10	77.33				
S10_20262969	10	77.33				
S10_20266110	10	77.33				
S10_20267093	10	77.33				
S10_20281465	10	77.33				
S10_20281489	10	77.33				
S10_20357987	10	77.33				
S10_20449085	10	78.19				
S10_20540290	10	78.19				
S10_20551974	10	78.19				
S10_20556428	10	78.19				
S10_20556451	10	78.19				
S10_20560400	10	78.19				
S10_20645250	10	78.19				
S10_20660404	10	78.19				
S10_20682624	10	79.14				
S10_20733813	10	80.07				
S10_20733903	10	80.07				
S10_20737701	10	80.07				
S10_20737708	10	80.07				
S10_20754619	10	80.07				
S10_20765084	10	80.07				
S10_20765577	10	80.07				
S10_20765851	10	80.07				
S10_20787091	10	80.07				
S10_20941095	10	81.9				
S10_20983294	10	81.9				
S10_21004759	10	81.9				
S10_21005137	10	81.9				
S10_21025588	10	82.2				
S10_21025652	10	82.2				
S10_21041174	10	82.2				
S10_21050429	10	82.2				
S10_21117030	10	83.14				
S10_21140247	10	83.14				
S10_21156784	10	83.44				
S10_21174348	10	83.44				
S10_21205740	10	84.01				
S10_21293476	10	84.3				
S10_21294251	10	84.3				
S10_21302065	10	84.59				
S10_21320803	10	84.59				
S10_21355334	10	84.59				
S10_21359762	10	84.59				
S10_21364298	10	84.89				
S10_21407693	10	85.18				
S10_21444551	10	85.48				
S10_21444619	10	85.48				
S10_21445255	10	85.48				
S10_21446564	10	85.48				
S10_21453282	10	85.79				
S10_21469838	10	86.71				
S10_21487246	10	86.71				
S10_21505653	10	86.71				
S10_21537887	10	87.01				
S10_21587118	10	87.01				
S10_21587495	10	87.01				
S10_21589954	10	87.33				
S10_21593713	10	88.27				
S10_21600574	10	88.27				
S10_21658796	10	89.5				
S10_21665320	10	89.5				
S10_21675087	10	89.5				
S10_21690774	10	89.5				
S10_21749293	10	89.5				
S10_21786307	10	90.09				
S10_21786349	10	90.09				
S10_21843241	10	91				
S10_21853431	10	91.29				
S10_21854653	10	91.29				
S10_21856094	10	91.29				
S10_21856316	10	91.6				
S10_21863503	10	91.6				
S10_21907447	10	91.6				
S10_21944807	10	92.17				
S10_21971830	10	92.17				
S10_21980545	10	92.17				
S10_22024021	10	92.17				
S10_22040701	10	92.17				
S10_22043490	10	92.17				
S10_22060181	10	92.17				
S10_22100302	10	92.17				
S10_22113081	10	92.46				
S10_22123375	10	92.46				
S10_22152500	10	92.46				
S10_22157986	10	92.46				
S10_22168548	10	92.46				
S10_22181162	10	92.46				
S10_22181217	10	92.46				
S10_22192299	10	92.46				
S10_22193313	10	92.46				
S10_22213903	10	92.76				
S10_22235041	10	92.76				
S10_22274640	10	92.76				
S10_22285186	10	92.76				
S10_22285413	10	92.76				
S10_22289339	10	92.76				
S10_22294985	10	92.76				
S10_22319898	10	92.76				
S10_22400691	10	92.76				
S10_22424608	10	92.76				
S10_22433572	10	92.76				
S10_22434035	10	92.76				
S10_22434314	10	92.76				
S10_22436190	10	92.76				
S10_22503584	10	93.05				
S10_22511073	10	93.05				
S10_22523770	10	93.05				
S10_22532368	10	93.05				
S10_22532492	10	93.05				
S10_22532591	10	93.36				
S10_22540778	10	93.98				
S10_22540869	10	93.98				
S10_22541044	10	93.98				
S10_22541209	10	93.98				
S10_22556032	10	93.98				
S10_22599156	10	93.98				
S10_22599174	10	93.98				
S10_22599244	10	93.98				
S10_22599284	10	93.98				
S10_22599293	10	94.27				
S10_22640357	10	94.57				
S10_22672175	10	94.57				
S10_22675400	10	94.57				
S10_22784261	10	94.86				
S10_22797905	10	94.86				
S10_22833798	10	94.86				
S10_22858444	10	94.86				
S10_22864116	10	94.86				
S10_22914334	10	94.86				
S10_22990987	10	94.86				
S10_22993742	10	94.86				
S10_22997690	10	94.86				
S10_22997801	10	94.86				
S10_22997828	10	94.86				
S10_23006214	10	94.86				
S10_23074269	10	94.86				
S10_23102754	10	95.17				
S10_23107766	10	95.17				
S10_23117196	10	95.17				
S11_155277	11	0				
S11_158054	11	0				
S11_262501	11	0				
S11_333511	11	0				
S11_333550	11	0				
S11_568372	11	2.19				
S11_574244	11	2.19				
S11_601671	11	2.19				
S11_648550	11	2.19				
S11_680258	11	2.5				
S11_726242	11	3.09				
S11_726346	11	3.09				
S11_750967	11	3.09				
S11_784980	11	3.09				
S11_787778	11	3.09				
S11_792243	11	3.09				
S11_805642	11	3.09				
S11_826888	11	3.09				
S11_849849	11	3.37				
S11_850057	11	3.37				
S11_850686	11	3.65				
S11_850710	11	3.65				
S11_850757	11	3.65				
S11_881026	11	3.65				
S11_882006	11	3.65				
S11_896454	11	3.65				
S11_900612	11	3.65				
S11_900714	11	3.65				
S11_1030329	11	3.94				
S11_1030595	11	3.94				
S11_1053367	11	3.94				
S11_1086712	11	3.94				
S11_1293020	11	5.41				
S11_1293419	11	5.41				
S11_1307723	11	5.41				
S11_1317724	11	5.41				
S11_1352844	11	5.99				
S11_1391596	11	6.28				
S11_1436401	11	6.28				
S11_1472140	11	6.28				
S11_1472263	11	6.28				
S11_1523781	11	6.28				
S11_1543623	11	6.28				
S11_1562472	11	6.58				
S11_1610418	11	6.9				
S11_1638102	11	6.9				
S11_1689416	11	6.9				
S11_1796739	11	6.9				
S11_1813580	11	6.9				
S11_1819057	11	6.9				
S11_1851686	11	6.9				
S11_1939712	11	7.19				
S11_1940430	11	7.19				
S11_1995714	11	7.19				
S11_2001758	11	7.5				
S11_2002659	11	7.5				
S11_2017804	11	7.5				
S11_2049993	11	7.5				
S11_2050074	11	7.5				
S11_2050112	11	7.5				
S11_2071390	11	7.78				
S11_2124854	11	8.06				
S11_2167161	11	8.06				
S11_2188349	11	8.06				
S11_2288140	11	9.23				
S11_2291554	11	9.23				
S11_2304268	11	9.23				
S11_2333399	11	9.23				
S11_2360723	11	9.23				
S11_2360857	11	9.23				
S11_2379158	11	9.51				
S11_2402109	11	10.42				
S11_2425205	11	10.42				
S11_2426246	11	10.7				
S11_2431868	11	10.7				
S11_2442176	11	11.29				
S11_2443734	11	11.59				
S11_2508093	11	11.9				
S11_2529923	11	11.9				
S11_2535137	11	11.9				
S11_2535499	11	11.9				
S11_2537793	11	12.19				
S11_2537990	11	12.19				
S11_2562699	11	12.19				
S11_2565255	11	12.19				
S11_2565291	11	12.48				
S11_2565339	11	12.76				
S11_2584871	11	13.05				
S11_2666525	11	13.92				
S11_2724222	11	14.21				
S11_2724297	11	14.21				
S11_2838776	11	14.21				
S11_3716306	11	27.3				
S11_3767504	11	28.21				
S11_3788078	11	28.51				
S11_3793365	11	28.51				
S11_3834626	11	28.51				
S11_3856900	11	28.81				
S11_3907521	11	29.38				
S11_3924264	11	29.38				
S11_3924744	11	29.38				
S11_3926927	11	29.38				
S11_3934542	11	30.02				
S11_4012291	11	30.02				
S11_4023164	11	30.02				
S11_4145215	11	30.31				
S11_4187163	11	30.31				
S11_4187734	11	30.31				
S11_4188113	11	30.31				
S11_4191932	11	30.31				
S11_4234625	11	30.31				
S11_4249575	11	30.31				
S11_4253858	11	30.31				
S11_4285324	11	30.31				
S11_4295468	11	30.31				
S11_4315268	11	30.31				
S11_4315341	11	30.31				
S11_4324691	11	30.31				
S11_4330291	11	30.61				
S11_4334574	11	30.61				
S11_4336965	11	30.9				
S11_4342500	11	30.9				
S11_4382942	11	31.18				
S11_4401623	11	31.18				
S11_4402158	11	31.18				
S11_4402216	11	31.18				
S11_4402734	11	31.18				
S11_4419880	11	31.18				
S11_4428265	11	31.46				
S11_4439791	11	31.46				
S11_4440192	11	31.46				
S11_4458389	11	32.03				
S11_4569944	11	32.6				
S11_4583814	11	32.6				
S11_4608536	11	32.91				
S11_4738605	11	33.21				
S11_4738823	11	33.21				
S11_4755898	11	33.21				
S11_4755910	11	33.21				
S11_4799619	11	33.5				
S11_4800204	11	33.5				
S11_4806505	11	33.5				
S11_4808041	11	33.5				
S11_4819282	11	33.5				
S11_4854309	11	34.71				
S11_4863888	11	35.01				
S11_4863889	11	35.01				
S11_4871374	11	35.01				
S11_4973205	11	35.29				
S11_5004916	11	35.29				
S11_5012815	11	35.29				
S11_5082356	11	35.29				
S11_5122649	11	35.29				
S11_5198000	11	35.29				
S11_5339587	11	35.29				
S11_5460483	11	35.85				
S11_5605348	11	36.43				
S11_5610372	11	36.43				
S11_5662530	11	36.43				
S11_5758447	11	36.98				
S11_5773968	11	36.98				
S11_5902556	11	37.56				
S11_5945246	11	37.56				
S11_5978441	11	37.56				
S11_6003538	11	37.56				
S11_6039233	11	37.56				
S11_6065752	11	37.56				
S11_6091335	11	38.2				
S11_6113052	11	38.51				
S11_6148239	11	38.51				
S11_6204971	11	38.51				
S11_6227720	11	38.51				
S11_6266082	11	38.79				
S11_6288095	11	38.79				
S11_6300018	11	38.79				
S11_6300721	11	38.79				
S11_6368222	11	39.38				
S11_6385332	11	39.67				
S11_6400774	11	39.67				
S11_6479178	11	39.96				
S11_6537131	11	39.96				
S11_6537136	11	39.96				
S11_6916665	11	39.96				
S11_6922499	11	39.96				
S11_6934633	11	39.96				
S11_6934678	11	39.96				
S11_6941669	11	39.96				
S11_6970429	11	39.96				
S11_6970503	11	39.96				
S11_6970558	11	39.96				
S11_6970703	11	39.96				
S11_7012013	11	40.27				
S11_7013404	11	40.27				
S11_7057392	11	40.27				
S11_7105765	11	40.27				
S11_7124441	11	40.27				
S11_7221836	11	40.59				
S11_7244556	11	40.59				
S11_7335729	11	40.59				
S11_7349254	11	40.59				
S11_7474336	11	40.59				
S11_7474377	11	40.59				
S11_7544520	11	40.87				
S11_7568617	11	40.87				
S11_7584794	11	40.87				
S11_7666938	11	42.09				
S11_7667013	11	42.09				
S11_7676972	11	42.09				
S11_7676983	11	42.09				
S11_7789060	11	42.09				
S11_7789619	11	42.09				
S11_7804800	11	42.09				
S11_7804921	11	42.09				
S11_7870037	11	42.38				
S11_7873951	11	42.67				
S11_7933298	11	42.96				
S11_8073231	11	43.56				
S11_8083148	11	43.56				
S11_8085650	11	43.56				
S11_8106394	11	43.86				
S11_8165200	11	44.17				
S11_8215501	11	44.17				
S11_8247995	11	44.17				
S11_8273502	11	44.17				
S11_8273934	11	44.17				
S11_8320670	11	44.17				
S11_8343037	11	44.45				
S11_8386885	11	45.06				
S11_8473698	11	45.38				
S11_8528864	11	45.38				
S11_8528989	11	45.67				
S11_8545328	11	45.67				
S11_8600901	11	45.67				
S11_8613092	11	45.67				
S11_8728383	11	45.67				
S11_8765132	11	45.67				
S11_8795595	11	45.97				
S11_8834182	11	45.97				
S11_8853432	11	46.26				
S11_8878680	11	46.26				
S11_8899385	11	46.26				
S11_8899452	11	46.26				
S11_8950871	11	46.54				
S11_9022775	11	46.54				
S11_9065651	11	46.54				
S11_9065672	11	46.54				
S11_9089856	11	46.54				
S11_9098821	11	46.54				
S11_9150528	11	46.85				
S11_9296908	11	47.17				
S11_9323354	11	47.48				
S11_9438263	11	47.48				
S11_9456365	11	47.48				
S11_9465629	11	47.48				
S11_9574739	11	48.42				
S11_9727378	11	48.42				
S11_9793723	11	49.01				
S11_9808741	11	49.01				
S11_10538249	11	52.37				
S11_10582355	11	52.37				
S11_10582820	11	52.37				
S11_10618031	11	52.37				
S11_10637556	11	52.66				
S11_10720404	11	52.96				
S11_10847755	11	53.57				
S11_11052145	11	54.19				
S11_11082582	11	54.19				
S11_11657989	11	54.19				
S11_11693853	11	54.19				
S11_11715964	11	54.19				
S11_11877794	11	54.19				
S11_11939139	11	54.19				
S11_12002330	11	54.19				
S11_12077186	11	54.19				
S11_12732130	11	54.19				
S11_13215703	11	54.19				
S11_13242463	11	54.19				
S11_13337526	11	54.19				
S11_13337642	11	54.19				
S11_13522674	11	54.5				
S11_13549823	11	54.5				
S11_13550362	11	54.5				
S11_13680371	11	54.5				
S11_13707662	11	54.5				
S11_13927687	11	55.14				
S11_14038927	11	55.74				
S11_14079712	11	55.74				
S11_14086255	11	55.74				
S11_14091974	11	55.74				
S11_14091989	11	55.74				
S11_14098535	11	55.74				
S11_14111776	11	55.74				
S11_14118965	11	55.74				
S11_14119038	11	55.74				
S11_14119202	11	55.74				
S11_14184273	11	55.74				
S11_14376178	11	55.74				
S11_14397848	11	55.74				
S11_14492497	11	55.74				
S11_14492532	11	55.74				
S11_14492837	11	55.74				
S11_14510388	11	56.03				
S11_14510487	11	56.33				
S11_14516238	11	56.33				
S11_14694616	11	56.33				
S11_14973664	11	56.33				
S11_15164694	11	56.33				
S11_15253431	11	56.33				
S11_15423319	11	56.33				
S11_15440519	11	56.33				
S11_15497344	11	56.33				
S11_15561601	11	56.33				
S11_15610255	11	56.33				
S11_15844221	11	56.33				
S11_16200666	11	56.63				
S11_16282381	11	56.95				
S11_16448415	11	57.24				
S11_16454143	11	57.24				
S11_16456768	11	57.24				
S11_16510745	11	57.53				
S11_16511204	11	57.84				
S11_16511321	11	58.16				
S11_16515011	11	58.16				
S11_16527166	11	58.16				
S11_16582468	11	58.16				
S11_16582542	11	58.81				
S11_16647884	11	58.81				
S11_16710846	11	58.81				
S11_16823397	11	59.1				
S11_16931100	11	59.4				
S11_16953382	11	59.4				
S11_16969972	11	59.69				
S11_16976664	11	59.69				
S11_17033124	11	60.26				
S11_17081192	11	60.26				
S11_17113699	11	60.26				
S11_17132214	11	60.26				
S11_17177026	11	60.26				
S11_17181318	11	60.26				
S11_17207113	11	60.26				
S11_17286328	11	60.87				
S11_17316420	11	61.48				
S11_17323835	11	61.48				
S11_17352655	11	61.48				
S11_17352663	11	61.48				
S11_17417217	11	61.48				
S11_17507593	11	61.48				
S11_17565037	11	61.48				
S11_17565086	11	62.12				
S11_17565151	11	62.43				
S11_17598116	11	62.43				
S11_17620080	11	62.43				
S11_17665774	11	62.73				
S11_17695198	11	63.04				
S11_17764716	11	63.04				
S11_17764775	11	63.04				
S11_17764785	11	63.04				
S11_17829998	11	63.32				
S11_17830345	11	63.32				
S11_17844096	11	63.32				
S11_17844930	11	63.32				
S11_17851873	11	63.32				
S11_17869128	11	63.32				
S11_17869947	11	63.32				
S11_17941639	11	63.65				
S11_17944931	11	63.65				
S11_17972867	11	63.65				
S11_17981275	11	63.95				
S11_17982161	11	63.95				
S11_18041777	11	63.95				
S11_18071192	11	63.95				
S11_18094985	11	63.95				
S11_18095189	11	63.95				
S11_18096903	11	63.95				
S11_18101826	11	63.95				
S11_18103178	11	63.95				
S11_18227782	11	64.53				
S11_18426629	11	64.81				
S11_18464412	11	65.38				
S11_18585744	11	65.38				
S11_18652699	11	65.38				
S11_18741213	11	66.87				
S11_18781380	11	66.87				
S11_18810175	11	67.16				
S11_18903409	11	67.73				
S11_18903424	11	67.73				
S11_18922256	11	67.73				
S11_18922273	11	67.73				
S11_18926883	11	67.73				
S11_19166243	11	68.59				
S11_19182063	11	68.59				
S11_19197913	11	68.59				
S11_19211887	11	68.59				
S11_19219027	11	68.59				
S11_19221752	11	68.59				
S11_19222049	11	68.59				
S11_19222100	11	68.88				
S11_19245359	11	70.15				
S11_19312555	11	70.81				
S11_19374580	11	70.81				
